CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2017
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"251615 Sossêgo";1;-;-;-;3;1;-;-;1;1;2;-;1;-;-;-;-;-;10
"251620 Sousa";21;11;2;22;110;22;3;2;14;11;32;3;12;1;2;-;23;3;294
"251630 Sumé";4;2;-;3;14;4;-;-;3;-;6;-;2;1;-;-;1;2;42
"251640 Tacima";1;-;-;-;4;-;1;-;1;1;3;-;1;-;-;-;-;-;12
"251650 Taperoá";3;1;-;6;22;3;-;-;4;2;14;1;2;-;-;-;3;4;65
"251660 Tavares";1;1;-;3;9;1;-;-;-;1;8;-;1;-;1;-;-;-;26
"251670 Teixeira";1;2;-;2;11;3;1;-;2;1;8;-;-;-;-;-;-;1;32
"251675 Tenório";-;-;-;-;3;-;-;-;1;1;3;-;-;-;-;-;-;-;8
"251680 Triunfo";1;-;-;1;7;4;-;-;3;1;2;-;1;-;-;-;-;-;20
"251690 Uiraúna";3;1;-;6;28;6;1;-;5;-;9;1;3;-;1;-;1;3;68
"251700 Umbuzeiro";1;2;-;-;10;4;1;-;3;1;7;-;3;-;-;-;1;2;35
"251710 Várzea";1;1;-;-;5;-;-;-;-;1;2;-;1;-;-;-;-;-;11
"251720 Vieirópolis";2;1;-;-;3;-;-;-;1;-;1;-;1;-;-;-;-;1;10
"250550 Vista Serrana";1;1;-;-;1;1;-;-;2;-;3;-;1;-;-;-;-;4;14
"251740 Zabelê";1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;5
"260005 Abreu e Lima";18;7;3;24;70;32;8;17;18;9;43;25;33;7;5;-;16;21;356
"260010 Afogados da Ingazeira";10;8;4;37;48;20;6;3;9;7;28;8;13;2;1;-;23;8;235
"260020 Afrânio";2;1;-;15;13;2;-;-;-;1;6;1;2;-;1;-;5;4;53
"260030 Agrestina";4;4;2;8;21;9;1;1;3;6;23;3;4;3;1;-;5;7;105
"260040 Água Preta";3;1;-;5;19;5;1;1;11;2;12;1;4;1;-;-;1;3;70
"260050 Águas Belas";3;2;-;10;30;6;1;1;12;2;9;1;3;-;-;-;-;5;85
"260060 Alagoinha";1;2;-;5;16;3;1;-;3;2;7;-;1;-;-;-;-;-;41
"260070 Aliança";3;1;-;8;14;6;4;1;4;3;15;2;4;1;1;-;-;5;72
"260080 Altinho";3;1;-;7;12;4;-;1;4;4;7;-;2;-;1;-;1;3;50
"260090 Amaraji";1;4;-;8;13;2;1;-;1;1;5;-;1;-;2;-;1;3;43
"260100 Angelim";3;1;-;3;7;3;-;-;2;1;5;-;3;1;-;-;1;2;32
"260105 Araçoiaba";2;1;-;4;10;4;1;1;5;2;4;1;2;1;1;-;2;3;44
"260110 Araripina";6;3;3;20;44;11;4;1;6;4;23;4;3;1;7;-;14;6;160
"260120 Arcoverde";22;9;16;39;131;39;10;11;14;14;41;20;26;3;8;-;74;33;510
"260130 Barra de Guabiraba";1;-;-;4;11;3;1;-;2;2;10;-;2;-;1;-;1;2;40
"260140 Barreiros";2;2;2;13;24;4;2;2;4;3;16;3;10;7;3;-;9;8;114
"260150 Belém de Maria";-;-;-;5;6;2;-;-;-;1;3;-;1;-;1;-;-;1;20
"260160 Belém do São Francisco";2;-;1;7;15;1;-;1;4;2;6;1;2;-;-;-;2;2;46
"260170 Belo Jardim";5;7;3;11;51;13;4;1;5;5;22;2;8;-;3;-;6;6;152
"260180 Betânia";-;1;-;4;9;2;-;-;1;1;8;-;1;1;-;-;1;1;30
"260190 Bezerros";6;4;2;19;42;19;5;-;12;3;26;2;7;1;2;-;12;12;174
"260200 Bodocó";7;-;-;9;22;6;1;-;3;1;6;1;4;1;1;-;2;4;68
"260210 Bom Conselho";6;2;-;14;22;7;2;-;12;1;21;3;4;1;2;-;-;5;102
"260220 Bom Jardim";2;1;-;11;18;8;2;1;2;2;12;1;3;1;1;-;2;2;69
"260230 Bonito";1;1;1;10;15;2;2;2;6;3;13;1;2;1;-;-;2;1;63
"260240 Brejão";-;1;-;2;8;2;1;-;-;1;2;1;1;-;-;-;1;-;20
"260250 Brejinho";-;1;-;3;6;3;-;-;2;1;4;-;1;-;-;-;1;1;23
"260260 Brejo da Madre de Deus";3;1;-;10;24;7;-;-;10;3;20;1;4;-;-;-;1;6;90
"260270 Buenos Aires";-;2;-;5;10;3;-;-;3;2;7;-;1;1;-;-;2;-;36
"260280 Buíque";2;1;-;4;30;5;1;-;12;3;3;2;4;-;-;-;-;5;72
"260290 Cabo de Santo Agostinho";43;23;18;140;290;60;24;31;45;31;110;58;37;7;30;-;238;47;1232
"260300 Cabrobó";4;3;1;4;26;5;1;-;6;3;12;-;5;-;-;-;2;4;76
"260310 Cachoeirinha";1;1;-;6;13;3;-;2;3;2;7;1;2;1;-;-;1;3;46
"260320 Caetés";1;1;1;7;18;5;2;-;8;2;5;1;2;-;1;-;-;1;55
"260330 Calçado";-;-;-;1;8;4;1;-;3;2;8;-;1;-;-;-;1;1;30
"260340 Calumbi";-;1;-;3;7;1;-;-;1;-;5;-;-;-;-;-;-;1;19
"260345 Camaragibe";32;3;-;28;100;26;8;14;37;11;76;16;31;13;5;-;19;32;451
"260350 Camocim de São Félix";1;1;-;3;9;1;-;-;4;1;6;-;2;-;-;-;2;-;30
"260360 Camutanga";-;-;-;4;10;1;1;-;2;1;3;-;1;-;-;-;-;2;25
"260370 Canhotinho";4;1;1;4;16;3;1;-;4;1;11;-;6;-;-;-;1;1;54
"260380 Capoeiras";1;2;-;2;8;2;-;-;4;1;7;1;1;-;-;-;1;1;31
"260390 Carnaíba";2;1;-;4;11;2;1;-;5;3;5;-;1;-;1;-;-;1;37
"260392 Carnaubeira da Penha";1;2;-;8;10;2;1;-;-;1;7;-;1;-;-;-;-;-;33
"260400 Carpina";8;4;1;25;46;39;3;6;11;9;32;8;14;1;11;-;47;16;281
"260410 Caruaru";77;48;38;167;627;180;37;41;60;83;240;106;114;7;35;-;323;72;2255
"260415 Casinhas";-;-;-;6;11;4;1;-;3;1;7;2;2;1;-;-;-;2;40
"260420 Catende";1;1;-;2;10;2;2;-;7;2;12;-;4;2;1;-;1;4;51
"260430 Cedro";1;1;-;6;13;2;2;-;2;2;8;1;2;-;1;-;1;1;43
"260440 Chã de Alegria";1;1;-;2;7;2;1;-;4;1;2;1;1;1;-;-;-;-;24
"260450 Chã Grande";2;2;1;5;14;2;1;-;3;2;13;1;4;-;-;-;3;4;57
"260460 Condado";2;-;-;7;15;1;1;-;5;1;12;-;1;-;-;-;-;1;46
"260470 Correntes";1;1;1;5;9;3;1;-;2;-;8;1;2;-;-;-;-;3;37
"260480 Cortês";1;1;-;4;15;3;1;1;5;1;5;-;2;-;1;-;1;2;43
"260490 Cumaru";-;1;-;6;10;1;1;-;1;2;5;-;2;-;-;-;-;3;32
"260500 Cupira";2;1;1;3;10;5;-;-;4;1;9;-;1;-;-;-;1;4;42
"260510 Custódia";1;1;-;7;24;3;-;-;4;1;14;2;3;-;-;-;-;-;60
"260515 Dormentes";2;2;-;8;11;1;-;-;4;-;13;-;1;1;-;-;2;2;47
"260520 Escada";1;3;1;8;30;9;2;1;13;3;12;3;4;1;-;-;7;4;102
"260530 Exu";6;1;1;4;30;5;1;-;10;3;15;2;4;2;-;-;4;4;92
"260540 Feira Nova";1;2;1;3;11;5;2;-;7;2;7;-;5;-;1;-;-;3;50
"260545 Fernando de Noronha";3;1;-;3;8;2;1;-;1;1;2;1;2;1;1;-;1;2;30
"260550 Ferreiros";-;1;-;4;8;1;1;-;5;1;6;-;2;-;-;-;1;1;31
"260560 Flores";2;-;-;4;10;1;1;-;4;1;6;-;1;1;-;-;1;-;32
"260570 Floresta";-;1;-;11;24;5;-;-;8;2;8;-;1;-;-;-;1;2;63
"260580 Frei Miguelinho";1;-;-;2;9;2;1;-;5;2;2;-;1;-;-;-;-;1;26
"260590 Gameleira";1;1;-;5;15;1;1;-;4;2;8;1;2;-;-;-;1;3;45
"260600 Garanhuns";28;11;13;38;160;41;15;12;17;18;100;19;46;2;13;-;88;37;658
"260610 Glória do Goitá";2;-;-;9;11;4;2;1;2;3;9;2;4;-;-;-;2;3;54
"260620 Goiana";18;4;13;47;99;21;6;22;18;10;44;19;15;3;2;-;33;22;396
"260630 Granito";-;-;-;2;5;2;1;-;1;1;3;-;2;-;-;-;-;-;17
"260640 Gravatá";6;3;1;22;31;7;9;2;13;8;32;7;20;-;2;-;15;15;193
"260650 Iati";2;1;-;3;11;2;-;-;3;1;9;-;1;-;1;-;1;1;36
"260660 Ibimirim";1;2;-;5;21;2;-;1;3;1;13;-;1;-;-;-;-;2;52
"260670 Ibirajuba";-;1;-;3;8;2;-;-;4;2;4;-;1;-;-;-;-;2;27
"260680 Igarassu";12;8;1;56;93;15;6;6;19;6;38;23;26;6;6;-;27;13;361
"260690 Iguaracy";1;2;-;3;7;1;-;-;2;3;4;-;2;-;-;-;2;-;27
"260760 Ilha de Itamaracá";13;1;-;15;39;6;1;-;6;3;12;1;12;2;-;-;2;4;117
"260700 Inajá";1;-;-;3;12;2;-;-;5;-;4;-;-;-;-;-;-;2;29
"260710 Ingazeira";3;-;-;-;6;1;-;-;1;1;2;-;1;-;-;-;-;1;16
"260720 Ipojuca";12;14;2;80;100;17;9;17;5;10;50;30;13;4;2;-;44;25;434
"260730 Ipubi";6;1;-;9;21;7;2;-;7;3;8;-;3;1;-;-;1;5;74
"260740 Itacuruba";1;-;-;1;8;1;-;-;1;1;2;-;-;-;-;-;-;-;15
"260750 Itaíba";-;1;-;3;17;2;1;-;6;1;7;-;1;1;-;-;-;1;41
"260765 Itambé";2;-;-;13;22;10;2;-;7;4;19;3;4;2;1;1;4;2;96
"260770 Itapetim";2;1;-;2;11;6;-;-;2;3;6;1;1;-;-;-;-;1;36
"260775 Itapissuma";2;1;1;8;24;6;2;-;7;3;8;2;5;1;-;-;2;1;73
"260780 Itaquitinga";2;2;-;2;14;1;-;-;3;2;3;-;2;1;-;-;-;1;33
"260790 Jaboatão dos Guararapes";60;41;17;218;406;103;49;53;82;58;264;195;85;10;18;-;278;53;1990
"260795 Jaqueira";2;2;-;3;13;-;-;-;5;1;2;1;-;-;-;-;-;1;30
"260800 Jataúba";2;1;1;3;14;3;1;-;-;-;6;-;1;-;1;-;1;2;36
"260805 Jatobá";-;2;1;4;13;4;2;1;1;1;11;2;3;1;-;-;4;8;58
"260810 João Alfredo";1;1;-;5;13;7;3;1;1;1;12;-;3;-;-;-;1;3;52
"260820 Joaquim Nabuco";2;1;-;-;13;2;2;-;-;2;4;1;2;-;-;-;-;2;31
"260825 Jucati";1;-;-;1;6;1;1;-;2;-;1;-;2;-;-;-;-;3;18
"260830 Jupi";-;3;-;4;7;1;-;-;4;-;5;-;1;-;-;-;-;3;28
"260840 Jurema";1;1;-;1;11;2;1;-;4;3;3;-;3;-;1;-;-;1;32
"260850 Lagoa de Itaenga";1;1;-;1;14;1;2;-;3;1;6;1;5;2;-;-;-;1;39
"260845 Lagoa do Carro";2;1;-;4;10;2;1;-;3;2;11;-;4;-;1;-;2;-;43
"260860 Lagoa do Ouro";2;1;-;4;11;2;1;-;4;1;5;-;1;-;-;-;-;-;32
"260870 Lagoa dos Gatos";1;-;-;-;11;2;-;-;2;2;3;-;1;-;-;-;-;2;24
"260875 Lagoa Grande";2;1;-;5;21;2;2;2;7;1;8;1;3;1;-;-;1;-;57
"260880 Lajedo";1;1;-;4;18;3;-;-;3;2;14;1;4;1;-;-;1;4;57
"260890 Limoeiro";10;9;4;15;71;21;6;8;9;12;45;17;24;2;6;-;30;11;300
"260900 Macaparana";2;1;1;9;18;3;3;-;5;4;8;1;2;-;1;-;1;2;61
"260910 Machados";1;2;-;3;11;2;1;-;3;2;5;-;3;-;-;-;1;2;36
"260915 Manari";2;1;-;2;13;1;-;-;4;1;6;-;2;-;-;-;-;1;33
"260920 Maraial";1;-;-;2;5;2;-;-;2;1;3;-;-;-;-;-;-;1;17
"260930 Mirandiba";1;-;-;2;10;3;-;-;2;1;7;-;2;-;-;-;-;2;30
"261430 Moreilândia";1;1;-;1;9;5;1;-;4;-;6;-;3;-;-;-;1;-;32
"260940 Moreno";4;3;-;18;27;5;1;-;8;4;16;-;5;-;2;-;10;5;108
"260950 Nazaré da Mata";5;2;-;14;35;4;2;3;4;4;8;13;5;-;2;-;5;4;110
"260960 Olinda";30;23;5;142;222;67;29;33;29;17;106;75;69;8;10;-;126;36;1027
"260970 Orobó";-;2;-;6;10;4;2;-;5;2;11;-;3;-;-;-;1;-;46
"260980 Orocó";1;1;-;5;9;-;1;-;3;1;3;-;2;-;-;-;-;1;27
"260990 Ouricuri";12;8;13;21;70;11;2;6;18;7;18;10;6;1;1;-;28;12;244
"261000 Palmares";28;7;11;30;75;26;3;13;11;11;34;18;17;-;7;-;38;17;346
"261010 Palmeirina";-;-;-;-;6;1;-;-;2;-;3;-;-;-;-;-;-;1;13
"261020 Panelas";1;1;-;3;17;1;-;-;7;2;9;-;4;-;-;-;-;1;46
"261030 Paranatama";1;-;-;2;8;2;-;-;3;2;5;-;3;-;-;-;-;-;26
"261040 Parnamirim";1;1;-;6;14;1;1;-;5;2;11;-;1;-;-;-;1;2;46
"261050 Passira";2;1;-;3;19;7;1;-;6;2;6;-;3;-;-;-;-;2;52
"261060 Paudalho";4;2;-;8;25;10;2;-;13;2;14;1;11;1;-;-;2;9;104
"261070 Paulista";31;26;18;126;218;62;12;11;35;26;69;30;33;3;16;-;113;39;868
"261080 Pedra";2;1;-;4;10;4;1;-;6;-;9;-;1;-;-;-;-;3;41
"261090 Pesqueira";13;1;-;14;47;12;2;-;9;7;34;6;13;-;-;-;-;7;165
"261100 Petrolândia";1;4;1;10;25;7;3;1;3;2;17;2;-;-;1;-;3;7;87
"261110 Petrolina";48;44;22;147;490;107;26;75;77;46;150;78;98;3;10;-;276;42;1739
"261120 Poção";2;-;-;1;11;1;-;-;3;-;3;-;2;-;-;-;-;1;24
"261130 Pombos";2;1;-;3;18;2;1;-;2;2;12;1;4;1;-;1;2;4;56
"261140 Primavera";1;-;-;3;4;-;1;-;4;1;2;-;1;1;-;-;-;-;18
"261150 Quipapá";-;1;-;2;11;1;1;1;4;1;8;1;3;-;-;-;-;4;38
"261153 Quixaba";2;1;-;2;8;1;1;-;1;1;4;-;1;-;-;-;-;-;22
"261160 Recife";439;416;205;1187;3780;1065;326;402;188;508;1087;736;748;95;234;9;2791;605;14821
"261170 Riacho das Almas";1;1;-;2;9;4;-;1;2;1;6;-;1;-;-;-;1;1;30
"261180 Ribeirão";1;-;-;-;15;4;-;-;7;-;11;2;1;-;-;-;-;1;42
"261190 Rio Formoso";-;-;1;2;14;-;-;-;3;-;8;-;-;-;-;-;-;3;31
"261200 Sairé";1;1;-;1;7;-;-;-;1;1;4;-;1;-;-;-;1;-;18
"261210 Salgadinho";1;-;-;-;5;1;-;-;1;1;1;-;1;-;-;-;-;1;12
"261220 Salgueiro";13;8;11;29;98;18;7;13;10;10;30;15;11;1;3;-;27;18;322
"261230 Saloá";1;1;-;1;12;1;1;-;4;1;8;-;2;1;-;-;-;2;35
"261240 Sanharó";1;-;-;3;14;1;1;-;5;1;8;-;1;-;-;-;-;-;35
"261245 Santa Cruz";1;1;-;3;10;1;1;-;-;-;7;-;1;-;-;-;-;1;26
"261247 Santa Cruz da Baixa Verde";2;-;-;2;6;4;-;-;1;-;6;-;1;-;-;-;-;1;23
"261250 Santa Cruz do Capibaribe";2;1;1;19;50;25;2;1;10;4;21;3;8;-;5;-;8;12;172
"261255 Santa Filomena";-;-;-;7;7;-;-;-;2;1;4;-;1;-;1;-;-;1;24
"261260 Santa Maria da Boa Vista";3;1;1;4;18;3;-;-;9;1;11;-;3;-;-;-;-;-;54
"261270 Santa Maria do Cambucá";-;1;-;4;7;2;1;-;3;2;5;-;1;-;-;-;-;1;27
"261280 Santa Terezinha";2;1;-;3;6;1;-;-;4;1;3;-;2;-;-;-;-;1;24
"261290 São Benedito do Sul";-;-;-;-;5;-;-;-;3;1;2;-;1;-;-;-;-;-;12
"261300 São Bento do Una";1;3;-;4;19;5;1;-;7;3;10;-;1;-;-;-;-;4;58
"261310 São Caitano";1;-;1;2;14;2;1;-;7;3;13;-;1;-;-;-;-;-;45
"261320 São João";1;2;-;2;17;1;-;-;3;1;9;-;3;-;-;-;-;1;40
"261330 São Joaquim do Monte";3;2;-;1;19;3;-;-;5;3;13;1;4;1;-;-;-;5;60
"261340 São José da Coroa Grande";2;-;-;1;7;4;1;-;2;2;7;-;1;-;-;-;-;3;30
"261350 São José do Belmonte";4;1;-;8;19;2;-;-;9;-;4;-;2;-;-;-;1;1;51
"261360 São José do Egito";2;1;-;6;18;15;2;1;8;2;21;1;2;1;1;-;1;7;89
"261370 São Lourenço da Mata";7;3;-;34;65;15;-;-;23;2;15;8;8;2;-;-;3;7;192
"261380 São Vicente Ferrer";1;1;-;3;10;2;1;-;3;1;2;-;1;-;-;-;-;-;25
"261390 Serra Talhada";24;7;5;42;95;32;8;3;11;6;47;11;23;1;4;-;17;21;357
"261400 Serrita";3;-;-;6;14;1;-;-;2;1;7;-;1;-;-;-;-;2;37
"261410 Sertânia";1;1;-;6;18;3;2;-;6;2;14;2;2;-;-;-;1;4;62
"261420 Sirinhaém";-;1;-;3;7;1;1;1;4;1;8;-;1;-;1;-;1;2;32
"261440 Solidão";1;-;-;1;6;1;1;-;1;1;5;-;2;-;-;-;-;1;20
"261450 Surubim";11;4;-;14;40;10;3;-;13;5;23;-;14;-;1;-;3;5;146
"261460 Tabira";2;-;-;3;23;4;-;-;5;-;9;-;3;-;-;-;2;1;52
"261470 Tacaimbó";1;1;-;1;5;-;-;-;2;1;2;-;2;-;-;-;-;1;16
"261480 Tacaratu";-;1;-;5;15;2;1;-;6;-;5;1;1;-;-;-;2;3;42
"261485 Tamandaré";1;-;-;2;8;2;2;-;5;1;5;-;2;-;-;-;-;1;29
"261500 Taquaritinga do Norte";2;-;1;5;11;1;1;-;2;1;8;-;2;-;-;-;-;2;36
"261510 Terezinha";-;-;-;2;7;1;-;-;1;1;2;-;-;-;-;-;-;-;14
"261520 Terra Nova";-;1;-;1;8;1;-;-;4;1;2;-;1;-;-;-;-;-;19
"261530 Timbaúba";6;1;-;9;33;6;2;1;14;6;24;7;8;-;-;-;3;7;127
"261540 Toritama";2;2;-;1;12;4;1;-;3;2;5;-;5;-;-;-;-;3;40
"261550 Tracunhaém";-;-;-;-;10;2;1;-;3;1;6;-;1;-;-;-;-;2;26
"261560 Trindade";3;1;-;4;24;3;2;-;3;2;14;-;4;-;1;-;-;7;68
"261570 Triunfo";-;2;-;1;10;3;1;-;-;1;8;-;2;-;-;-;-;1;29
"261580 Tupanatinga";2;1;-;1;13;3;-;-;3;2;5;-;2;-;-;-;-;1;33
"261590 Tuparetama";-;1;-;2;6;2;1;-;2;1;4;-;1;-;-;-;-;2;22
"261600 Venturosa";1;1;-;2;15;1;-;-;3;2;9;-;3;-;-;-;-;2;39
"261610 Verdejante";1;-;-;2;6;-;-;-;1;-;3;-;-;-;-;-;-;1;14
"261618 Vertente do Lério";-;1;-;-;2;4;1;-;2;2;1;-;1;-;-;-;1;2;17
"261620 Vertentes";-;2;-;1;5;4;-;-;4;3;6;2;2;-;-;-;-;-;29
"261630 Vicência";4;2;-;5;21;5;2;-;6;3;11;1;8;-;-;-;-;5;73
"261640 Vitória de Santo Antão";16;13;4;31;120;41;5;4;25;19;49;13;42;1;2;-;14;22;421
"261650 Xexéu";1;-;-;4;6;4;1;-;1;2;8;-;2;-;-;-;-;-;29
"270010 Água Branca";4;2;-;8;18;5;1;-;4;3;6;1;3;-;-;-;2;5;62
"270020 Anadia";2;-;-;3;12;4;-;1;3;1;3;1;7;1;-;-;1;3;42
"270030 Arapiraca";101;37;29;130;293;116;32;16;34;44;117;43;77;7;23;-;200;76;1375
"270040 Atalaia";10;6;-;6;24;13;1;-;10;5;18;1;8;-;-;-;3;6;111
"270050 Barra de Santo Antônio";1;2;-;9;11;3;-;1;3;2;8;1;2;-;-;-;1;1;45
"270060 Barra de São Miguel";2;1;-;2;8;2;-;1;-;3;6;2;3;2;1;-;2;-;35
"270070 Batalha";3;1;2;5;21;3;-;-;2;-;6;-;4;-;-;-;2;3;52
"270080 Belém";1;1;-;-;3;2;-;-;1;1;2;1;1;1;-;-;-;1;15
"270090 Belo Monte";2;1;-;2;3;1;-;-;3;1;2;-;-;-;-;-;1;1;17
"270100 Boca da Mata";4;1;-;2;15;8;-;-;8;4;5;-;2;1;-;-;1;4;55
"270110 Branquinha";-;-;-;3;6;3;-;-;2;2;4;-;2;1;-;-;1;1;25
"270120 Cacimbinhas";-;-;-;11;6;1;-;-;3;1;2;-;1;-;-;-;2;-;27
"270130 Cajueiro";4;2;-;1;12;4;1;1;1;1;9;-;4;1;-;-;-;3;44
"270135 Campestre";1;2;-;-;3;2;-;1;3;1;3;-;2;-;-;-;-;-;18
"270140 Campo Alegre";6;-;-;5;33;11;2;3;16;5;19;-;10;2;1;-;5;4;122
"270150 Campo Grande";1;-;-;1;4;1;-;-;1;1;6;-;1;-;-;-;-;1;17
"270160 Canapi";2;1;-;2;8;3;-;-;4;1;2;1;2;-;-;-;2;1;29
"270170 Capela";4;2;1;5;11;3;-;-;5;2;8;1;5;-;-;-;1;4;52
"270180 Carneiros";2;-;-;1;4;2;-;1;1;1;4;1;1;-;-;-;-;1;19
"270190 Chã Preta";1;1;-;1;3;1;-;-;3;1;3;-;2;-;-;-;-;1;17
"270200 Coité do Nóia";1;1;-;4;5;3;-;-;2;1;6;-;1;-;-;-;-;-;24
"270210 Colônia Leopoldina";2;-;-;2;12;5;1;-;7;4;8;-;4;1;1;-;-;2;49
"270220 Coqueiro Seco";1;-;-;6;9;3;-;1;2;1;2;-;2;1;-;-;-;1;29
"270230 Coruripe";10;1;4;28;45;31;2;4;14;4;23;11;8;1;4;-;16;6;212
"270235 Craíbas";3;1;-;4;19;3;-;-;5;1;12;-;2;1;-;-;-;-;51
"270240 Delmiro Gouveia";11;4;-;20;48;16;1;4;2;5;18;7;5;1;3;-;15;9;169
"270250 Dois Riachos";1;1;-;1;7;2;-;-;2;1;4;-;1;-;-;-;1;1;22
"270255 Estrela de Alagoas";4;1;-;1;8;5;-;1;2;1;5;-;4;-;-;-;-;-;32
"270260 Feira Grande";2;2;-;9;10;1;-;-;4;-;7;-;2;-;-;-;-;4;41
"270270 Feliz Deserto";1;1;-;2;-;-;-;-;2;1;-;-;1;-;-;-;-;-;8
"270280 Flexeiras";1;1;-;6;9;3;-;-;1;1;5;-;2;1;1;-;-;2;33
"270290 Girau do Ponciano";11;2;-;2;22;4;-;-;9;1;8;-;6;-;-;-;1;1;67
"270300 Ibateguara";2;2;1;4;9;2;1;-;1;1;3;1;2;-;-;-;1;1;31
"270310 Igaci";2;1;-;5;12;4;1;1;2;-;9;-;5;-;-;-;1;2;45
"270320 Igreja Nova";3;1;-;4;12;1;-;1;8;1;15;1;3;-;1;-;-;2;53
"270330 Inhapi";2;1;-;4;10;3;-;-;4;1;3;1;1;-;-;-;-;3;33
"270340 Jacaré dos Homens";1;-;-;1;5;2;-;-;-;1;3;-;1;-;-;-;-;-;14
"270350 Jacuípe";1;-;-;2;4;1;-;-;2;1;2;1;1;-;-;-;2;-;17
"270360 Japaratinga";1;-;-;2;3;2;-;-;4;1;4;-;1;-;-;-;-;1;19
"270370 Jaramataia";1;1;-;-;2;1;-;-;1;-;5;-;1;-;-;-;-;-;12
"270375 Jequiá da Praia";-;1;-;5;9;3;1;-;3;1;5;1;1;-;-;-;-;-;30
"270380 Joaquim Gomes";2;2;-;7;14;2;1;1;6;1;13;1;5;-;-;-;1;1;57
"270390 Jundiá";-;-;-;1;4;1;-;-;2;1;2;-;1;-;-;-;-;-;12
"270400 Junqueiro";5;3;-;6;20;5;2;-;6;4;10;-;9;2;-;-;-;4;76
"270410 Lagoa da Canoa";3;-;-;4;8;4;-;-;1;-;5;-;3;-;-;-;1;1;30
"270420 Limoeiro de Anadia";2;-;1;9;14;1;-;-;6;2;9;1;2;-;-;-;-;3;50
"270430 Maceió";363;147;80;546;1174;540;173;187;50;237;815;298;595;49;91;2;1002;350;6699
"270440 Major Isidoro";3;-;-;5;10;4;-;-;6;1;8;1;3;-;-;-;1;1;43
"270490 Mar Vermelho";2;-;-;-;2;1;-;-;1;1;-;-;1;-;-;-;-;-;8
"270450 Maragogi";6;4;-;11;29;5;1;-;5;2;13;1;3;1;1;-;3;6;91
"270460 Maravilha";1;1;-;-;4;1;-;-;4;1;2;1;-;1;-;-;-;1;17
"270470 Marechal Deodoro";10;7;-;7;24;4;1;5;9;2;16;2;11;-;-;-;2;2;102
"270480 Maribondo";3;1;-;-;7;5;-;-;1;1;5;1;3;-;-;-;-;3;30
"270500 Mata Grande";2;1;-;6;9;3;-;-;5;1;6;-;1;-;-;-;-;3;37
"270510 Matriz de Camaragibe";9;1;-;4;14;5;2;1;7;3;9;-;5;-;-;-;-;2;62
"270520 Messias";3;-;-;3;13;3;-;-;2;-;6;-;4;-;-;-;2;1;37
"270530 Minador do Negrão";1;1;-;-;2;-;-;-;1;1;3;1;1;1;-;-;-;-;12
"270540 Monteirópolis";1;-;-;1;4;2;-;-;-;1;4;1;1;-;-;-;-;1;16
"270550 Murici";3;2;-;4;22;2;-;-;3;2;10;1;5;-;1;-;-;4;59
"270560 Novo Lino";2;-;1;2;6;1;-;-;3;-;3;-;2;-;-;-;-;-;20
"270570 Olho d'Água das Flores";5;2;-;3;14;3;-;-;6;1;13;-;3;-;-;-;3;2;55
"270580 Olho d'Água do Casado";1;-;-;-;4;2;1;-;3;1;4;-;1;-;-;-;-;-;17
"270590 Olho d'Água Grande";-;1;-;-;2;1;-;-;-;1;3;-;1;-;-;-;-;1;10
"270600 Olivença";2;1;-;1;5;1;-;-;2;-;2;-;1;-;-;-;-;-;15
"270610 Ouro Branco";3;1;-;1;3;1;-;-;3;-;1;-;2;-;-;-;-;-;15
"270620 Palestina";2;1;-;-;3;1;-;-;2;-;1;1;-;-;-;-;-;-;11
"270630 Palmeira dos Índios";21;6;-;30;64;22;2;1;9;9;30;6;19;-;-;-;12;10;241
"270640 Pão de Açúcar";4;3;-;2;26;1;-;1;11;2;7;1;3;-;-;-;-;2;63
"270642 Pariconha";1;-;-;3;11;4;1;-;3;1;6;-;3;-;-;-;1;-;34
"270644 Paripueira";1;-;-;5;11;2;-;-;-;-;6;1;5;-;-;-;-;-;31
"270650 Passo de Camaragibe";2;-;-;3;6;4;-;-;2;3;5;1;3;-;-;-;-;2;31
"270660 Paulo Jacinto";1;1;-;4;5;2;-;-;1;2;3;-;3;-;-;-;-;-;22
"270670 Penedo";10;5;4;16;34;17;5;3;15;4;31;5;17;1;1;-;15;17;200
"270680 Piaçabuçu";2;-;-;2;12;1;-;1;3;-;8;-;-;-;-;-;-;1;30
"270690 Pilar";6;4;-;10;20;5;1;-;7;4;10;1;6;1;-;-;1;4;80
"270700 Pindoba";-;-;-;-;1;2;-;-;1;1;2;-;2;-;-;-;-;2;11
"270710 Piranhas";6;3;1;1;19;4;-;-;8;1;9;-;3;-;-;-;-;4;59
"270720 Poço das Trincheiras";1;1;-;1;7;2;1;-;1;1;4;-;1;1;-;-;-;1;22
