"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";" Total"
"250200 BELEM DO BREJO DO CRUZ";"76,01";"116,11";"63,53";"67,47";"56,63";"84,99";"29,26";"67,16";"39,19";"43,92";"63,56"
"250205 BERNARDINO BATISTA";"84,27";"97,22";"62,18";"57,00";"78,65";"104,96";"58,29";"61,45";"76,19";"154,66";"80,50"
"250210 BOA VENTURA";"77,01";"71,64";"34,58";"54,91";"94,84";"141,62";"52,10";"94,20";"90,30";"89,41";"76,22"
"250215 BOA VISTA";"69,53";"55,17";"58,74";"62,40";"67,89";"106,89";"60,50";"56,44";"96,24";"85,39";"70,10"
"250220 BOM JESUS";"56,02";"46,65";"38,30";"65,44";"98,99";"87,09";"72,77";"72,88";"65,83";"90,35";"66,63"
"250230 BOM SUCESSO";"63,30";"76,10";"37,57";"54,14";"94,29";"124,83";"57,93";"68,98";"69,59";"76,99";"69,18"
"250240 BONITO DE SANTA FE";"73,89";"60,33";"42,84";"52,71";"42,86";"51,31";"37,68";"39,52";"69,26";"74,74";"54,36"
"250250 BOQUEIRAO";"72,42";"77,73";"67,79";"54,72";"85,73";"79,42";"58,01";"69,37";"79,37";"94,78";"72,56"
"250260 IGARACY";"77,65";"62,77";"52,79";"91,97";"107,84";"113,73";"47,40";"53,98";"70,02";"93,44";"74,01"
"250270 BORBOREMA";"68,76";"53,96";"69,48";"78,68";"77,70";"91,68";"63,95";"72,87";"88,48";"105,56";"75,90"
"250280 BREJO DO CRUZ";"61,03";"65,39";"36,85";"58,17";"61,84";"100,00";"70,13";"75,03";"76,67";"120,71";"70,41"
"250290 BREJO DOS SANTOS";"80,48";"78,73";"29,51";"18,15";"50,91";"85,51";"63,46";"112,35";"39,24";"35,70";"59,51"
"250300 CAAPORA";"76,86";"71,28";"65,41";"78,22";"92,70";"81,48";"56,74";"66,52";"53,59";"44,27";"69,14"
"250310 CABACEIRAS";"78,02";"79,43";"63,27";"83,23";"94,01";"95,58";"68,17";"58,60";"89,38";"90,48";"79,23"
"250320 CABEDELO";"68,69";"77,75";"63,05";"69,59";"73,93";"78,48";"43,94";"54,64";"59,49";"63,19";"64,40"
"250330 CACHOEIRA DOS INDIOS";"67,22";"62,89";"41,16";"41,12";"73,70";"82,82";"74,22";"73,22";"72,37";"75,61";"66,09"
"250340 CACIMBA DE AREIA";"66,42";"61,34";"45,54";"48,10";"103,23";"103,72";"63,37";"62,75";"67,30";"64,00";"66,89"
"250350 CACIMBA DE DENTRO";"85,01";"79,25";"58,06";"72,30";"76,74";"101,88";"67,72";"47,58";"75,65";"78,87";"75,17"
"250355 CACIMBAS";"79,62";"80,26";"59,71";"62,55";"84,39";"94,90";"74,01";"87,23";"84,85";"67,73";"77,48"
"250360 CAICARA";"73,18";"66,62";"58,02";"80,21";"86,61";"86,44";"51,73";"56,10";"70,20";"83,15";"70,17"
"250370 CAJAZEIRAS";"79,92";"94,83";"78,70";"85,20";"97,73";"108,74";"66,76";"100,54";"107,11";"116,33";"91,69"
"250375 CAJAZEIRINHAS";"78,67";"100,56";"49,58";"78,69";"89,24";"76,60";"59,64";"98,24";"96,40";"88,18";"80,17"
"250380 CALDAS BRANDAO";"60,39";"40,28";"48,05";"96,84";"100,97";"117,08";"64,50";"66,54";"73,89";"89,71";"74,18"
"250390 CAMALAU";"75,08";"78,06";"39,02";"56,76";"114,06";"114,73";"80,64";"74,74";"98,00";"62,95";"77,69"
"250400 CAMPINA GRANDE";"78,74";"92,03";"87,31";"69,64";"79,55";"71,47";"48,78";"57,69";"60,13";"66,04";"69,99"
"250403 CAPIM";"101,64";"122,54";"91,00";"85,87";"59,64";"60,73";"44,38";"56,72";"69,00";"69,47";"72,78"
"250407 CARAUBAS";"58,16";"39,05";"46,69";"72,08";"73,93";"85,47";"75,89";"90,82";"73,78";"81,49";"67,70"
"250410 CARRAPATEIRA";"78,31";"58,16";"64,06";"84,11";"43,62";"106,49";"29,95";"50,70";"109,35";"75,00";"64,28"
"250415 CASSERENGUE";"93,62";"90,09";"55,05";"74,10";"75,07";"86,18";"58,60";"78,43";"88,62";"86,40";"78,83"
"250420 CATINGUEIRA";"67,10";"68,61";"57,14";"64,99";"102,82";"95,32";"73,75";"67,51";"68,15";"78,60";"73,99"
"250430 CATOLE DO ROCHA";"67,43";"69,02";"63,69";"70,69";"87,44";"106,25";"63,03";"78,84";"80,60";"90,25";"76,56"
"250435 CATURITE";"82,27";"74,68";"75,02";"78,08";"106,65";"81,07";"79,80";"96,35";"88,43";"158,18";"90,72"
"250440 CONCEICAO";"67,40";"70,23";"46,74";"81,69";"95,07";"101,29";"65,93";"75,04";"86,20";"88,32";"76,20"
"250450 CONDADO";"60,52";"66,59";"55,30";"50,77";"71,18";"78,48";"46,25";"47,60";"64,48";"106,83";"63,10"
"250460 CONDE";"79,70";"72,87";"53,18";"79,80";"83,16";"82,08";"60,64";"66,56";"49,31";"63,31";"69,47"
"250470 CONGO";"73,81";"72,22";"48,75";"67,89";"62,04";"75,65";"33,03";"49,61";"57,36";"61,09";"59,46"
"250480 COREMAS";"95,07";"99,20";"74,20";"95,37";"81,62";"99,52";"57,66";"85,83";"93,89";"82,27";"85,82"
"250485 COXIXOLA";"73,44";"67,59";"50,44";"88,64";"88,53";"136,39";"76,17";"83,41";"85,78";"81,72";"80,29"
"250490 CRUZ DO ESPIRITO SANTO";"78,61";"84,04";"57,49";"64,78";"31,72";"54,44";"42,01";"73,20";"71,77";"67,52";"62,14"
"250500 CUBATI";"70,55";"62,28";"35,09";"58,61";"102,22";"138,79";"70,82";"78,68";"92,06";"93,24";"79,06"
"250510 CUITE";"69,97";"79,53";"56,11";"66,41";"92,80";"93,95";"37,38";"62,46";"73,91";"87,59";"70,48"
"250520 CUITEGI";"93,85";"86,30";"74,84";"104,15";"62,59";"56,23";"32,86";"102,96";"48,09";"40,28";"69,42"
"250523 CUITE DE MAMANGUAPE";"80,54";"125,88";"72,16";"77,25";"56,14";"61,28";"14,50";"71,50";"85,29";"96,19";"72,69"
"250527 CURRAL DE CIMA";"81,32";"84,53";"71,49";"64,16";"43,33";"91,23";"49,29";"93,02";"81,70";"85,01";"72,85"
"250530 CURRAL VELHO";"68,42";"54,07";"39,27";"79,43";"127,74";"88,84";"70,48";"92,08";"93,39";"65,16";"74,01"
"250535 DAMIAO";"100,36";"87,60";"21,67";"82,94";"164,35";"97,40";"76,67";"95,58";"81,76";"75,45";"89,56"
"250540 DESTERRO";"75,74";"59,93";"50,39";"61,96";"93,72";"95,82";"46,90";"77,52";"74,17";"81,15";"71,47"
"250550 VISTA SERRANA";"73,43";"75,58";"59,48";"79,96";"73,83";"48,07";"39,64";"62,58";"53,71";"112,40";"67,77"
"250560 DIAMANTE";"90,51";"84,74";"57,77";"77,08";"106,94";"130,49";"69,36";"81,37";"101,35";"85,74";"87,16"
"250570 DONA INES";"82,76";"71,07";"58,11";"79,65";"69,54";"84,78";"50,04";"50,76";"61,76";"85,72";"69,22"
"250580 DUAS ESTRADAS";"78,63";"47,18";"57,20";"76,61";"83,78";"109,89";"54,01";"71,07";"85,44";"93,69";"74,81"
"250590 EMAS";"71,03";"72,87";"59,82";"71,74";"101,93";"116,14";"58,81";"66,46";"83,45";"105,35";"77,43"
"250600 ESPERANCA";"76,02";"81,72";"66,54";"71,95";"73,07";"75,99";"49,52";"64,33";"80,74";"73,40";"70,55"
"250610 FAGUNDES";"85,77";"73,35";"71,54";"72,87";"75,40";"93,98";"56,92";"71,74";"78,22";"81,67";"76,15"
"250620 FREI MARTINHO";"73,28";"63,19";"39,62";"31,42";"113,62";"109,51";"69,12";"54,11";"88,09";"91,04";"72,23"
"250625 GADO BRAVO";"70,78";"64,89";"49,87";"63,11";"93,74";"80,88";"55,00";"63,35";"59,56";"82,64";"67,85"
"250630 GUARABIRA";"91,61";"92,99";"101,77";"101,16";"117,22";"84,63";"69,43";"83,70";"92,72";"91,73";"92,18"
"250640 GURINHEM";"68,33";"66,80";"37,65";"45,14";"59,17";"57,43";"46,45";"69,08";"68,71";"63,66";"58,33"
"250650 GURJAO";"100,38";"78,26";"74,14";"102,01";"71,95";"119,77";"76,10";"88,28";"74,89";"81,89";"86,65"
"250660 IBIARA";"89,70";"86,40";"80,43";"89,28";"84,54";"96,80";"74,17";"78,94";"75,67";"72,92";"83,46"
"250670 IMACULADA";"73,53";"64,28";"45,08";"98,86";"102,74";"130,96";"69,88";"84,04";"62,70";"89,08";"80,41"
"250680 INGA";"72,95";"68,43";"41,35";"50,80";"86,70";"76,69";"50,48";"78,69";"77,09";"64,84";"66,82"
"250690 ITABAIANA";"66,16";"67,00";"53,65";"82,43";"63,12";"86,09";"52,44";"74,86";"79,43";"77,56";"69,23"
"250700 ITAPORANGA";"81,39";"72,00";"55,95";"94,97";"100,92";"99,65";"52,86";"63,09";"78,48";"72,83";"76,49"
"250710 ITAPOROROCA";"72,40";"74,88";"64,39";"81,12";"75,60";"99,73";"38,18";"67,53";"74,74";"69,01";"70,14"
"250720 ITATUBA";"63,21";"103,80";"89,10";"80,30";"43,41";"43,70";"45,25";"58,02";"66,99";"68,61";"64,39"
"250730 JACARAU";"95,17";"122,55";"47,72";"75,64";"79,35";"98,21";"61,18";"88,36";"86,35";"76,30";"82,57"
"250740 JERICO";"77,95";"74,32";"64,48";"69,52";"84,74";"111,36";"76,62";"103,13";"96,23";"118,51";"85,83"
"250750 JOAO PESSOA";"76,02";"83,93";"82,14";"70,08";"87,34";"89,26";"42,97";"71,32";"78,78";"78,42";"73,79"
"250760 JUAREZ TAVORA";"55,70";"80,15";"70,67";"71,34";"35,26";"53,93";"26,36";"52,92";"64,68";"70,21";"56,40"
"250770 JUAZEIRINHO";"84,27";"73,87";"74,29";"69,50";"70,26";"89,55";"37,63";"59,67";"80,68";"74,07";"70,53"
"250780 JUNCO DO SERIDO";"79,74";"79,56";"58,48";"71,11";"104,27";"81,12";"63,21";"76,60";"67,23";"80,66";"76,59"
"250790 JURIPIRANGA";"69,73";"73,27";"74,18";"65,52";"95,43";"69,08";"49,92";"78,48";"80,05";"45,38";"69,49"
"250800 JURU";"85,57";"96,18";"64,08";"77,65";"124,87";"119,13";"68,00";"82,19";"86,34";"121,12";"91,09"
"250810 LAGOA";"72,94";"66,57";"72,63";"52,78";"82,03";"83,61";"52,51";"53,77";"73,03";"101,67";"70,25"
"250820 LAGOA DE DENTRO";"80,34";"49,42";"60,83";"88,46";"61,00";"86,45";"62,28";"70,83";"103,32";"69,70";"73,00"
"250830 LAGOA SECA";"71,41";"84,28";"63,13";"78,90";"57,61";"53,87";"43,64";"65,52";"77,02";"80,40";"66,68"
"250840 LASTRO";"81,64";"79,22";"56,50";"56,17";"88,82";"78,52";"66,58";"77,69";"72,92";"48,95";"70,76"
"250850 LIVRAMENTO";"80,46";"81,22";"48,15";"69,04";"94,60";"121,10";"53,01";"68,29";"86,65";"78,27";"76,32"
"250855 LOGRADOURO";"70,89";"71,28";"70,68";"96,52";"99,27";"140,06";"92,55";"68,13";"96,65";"89,73";"87,61"
"250860 LUCENA";"74,53";"91,65";"71,60";"54,03";"63,01";"84,62";"75,79";"99,85";"79,15";"86,42";"76,50"
"250870 MAE D\'AGUA";"67,24";"82,82";"46,57";"56,70";"70,96";"86,38";"84,02";"75,60";"50,85";"67,29";"68,15"
"250880 MALTA";"70,54";"65,64";"66,70";"106,17";"101,36";"84,50";"64,77";"73,49";"92,09";"96,35";"80,19"
"250890 MAMANGUAPE";"69,69";"71,37";"62,33";"69,78";"35,81";"53,61";"26,57";"63,43";"69,15";"64,76";"58,09"
"250900 MANAIRA";"91,16";"80,16";"68,56";"84,47";"84,43";"94,11";"90,49";"75,11";"74,82";"65,19";"82,62"
"250905 MARCACAO";"76,20";"69,46";"61,29";"72,01";"86,47";"104,97";"48,84";"85,82";"73,75";"52,65";"72,65"
"250910 MARI";"80,01";"84,04";"62,03";"75,62";"91,17";"95,06";"46,39";"75,02";"82,67";"70,00";"74,93"
"250915 MARIZOPOLIS";"75,57";"81,15";"57,06";"49,60";"66,72";"72,55";"46,08";"35,92";"64,23";"67,00";"62,30"
"250920 MASSARANDUBA";"72,38";"83,00";"82,62";"94,11";"131,66";"95,47";"53,44";"59,06";"66,64";"81,05";"80,65"
"250930 MATARACA";"77,06";"85,53";"46,82";"58,56";"57,00";"74,65";"55,47";"67,53";"61,67";"51,51";"63,33"
"250933 MATINHAS";"79,21";"74,57";"62,79";"65,83";"80,52";"115,52";"57,73";"71,29";"81,88";"59,63";"73,28"
"250937 MATO GROSSO";"84,37";"72,38";"59,31";"90,72";"82,53";"99,62";"42,75";"51,23";"63,12";"73,04";"69,23"
"250939 MATUREIA";"81,07";"82,87";"46,65";"76,17";"130,10";"107,00";"60,12";"67,19";"83,59";"87,89";"80,15"
"250940 MOGEIRO";"77,12";"72,69";"64,41";"73,27";"108,68";"113,50";"42,83";"25,11";"47,94";"82,95";"70,33"
"250950 MONTADAS";"67,92";"65,81";"88,71";"100,22";"70,60";"86,22";"55,24";"84,50";"114,33";"80,28";"78,57"
"250960 MONTE HOREBE";"67,37";"53,73";"60,75";"66,39";"141,37";"138,09";"51,33";"61,05";"73,81";"70,58";"77,87"
"250970 MONTEIRO";"75,01";"81,78";"34,47";"40,11";"66,25";"63,45";"46,88";"64,51";"78,38";"101,77";"64,95"
"250980 MULUNGU";"75,19";"40,41";"46,97";"71,79";"64,02";"75,04";"40,23";"63,83";"57,98";"100,99";"63,18"
"250990 NATUBA";"86,96";"98,21";"65,33";"55,42";"54,70";"54,94";"45,61";"59,07";"64,65";"86,33";"67,07"
"251000 NAZAREZINHO";"66,09";"53,97";"45,00";"80,46";"70,99";"85,44";"59,78";"55,40";"98,10";"79,25";"67,66"
"251010 NOVA FLORESTA";"74,81";"69,80";"59,91";"96,88";"50,14";"76,19";"57,00";"67,86";"68,73";"60,65";"68,16"
"251020 NOVA OLINDA";"85,73";"78,64";"71,03";"72,11";"61,37";"101,07";"99,52";"116,25";"78,41";"81,27";"82,42"
"251030 NOVA PALMEIRA";"60,72";"64,31";"38,03";"114,88";"120,50";"88,78";"54,74";"100,33";"84,44";"79,52";"75,61"
"251040 OLHO D\'AGUA";"80,35";"68,50";"45,44";"72,54";"76,47";"91,66";"53,04";"63,91";"98,19";"57,91";"70,55"
"251050 OLIVEDOS";"90,78";"104,52";"108,45";"98,34";"74,95";"105,71";"76,66";"78,89";"76,43";"132,14";"92,29"
"251060 OURO VELHO";"80,04";"61,83";"36,39";"50,76";"87,80";"96,83";"35,58";"71,76";"107,70";"76,48";"68,87"
"251065 PARARI";"66,85";"40,32";"39,56";"48,38";"65,38";"40,16";"51,61";"51,77";"78,35";"51,32";"52,80"
"251070 PASSAGEM";"79,31";"80,21";"43,59";"62,20";"130,78";"76,14";"74,44";"55,92";"105,56";"92,77";"78,78"
"251080 PATOS";"76,67";"89,94";"88,47";"81,55";"100,32";"116,07";"55,07";"100,59";"72,00";"57,09";"82,12"
"251090 PAULISTA";"76,35";"85,95";"66,89";"51,41";"88,58";"100,06";"62,10";"65,16";"76,41";"73,98";"73,77"
"251100 PEDRA BRANCA";"80,98";"95,47";"33,04";"77,52";"85,46";"168,34";"59,84";"79,05";"82,10";"88,66";"80,85"
"251110 PEDRA LAVRADA";"70,46";"85,29";"60,43";"69,31";"78,95";"89,34";"57,76";"71,51";"81,04";"110,06";"75,68"
"251120 PEDRAS DE FOGO";"81,30";"75,10";"68,83";"71,04";"92,93";"96,83";"63,99";"86,46";"72,37";"72,67";"77,57"
"251130 PIANCO";"91,96";"93,24";"51,06";"89,06";"90,57";"91,09";"59,60";"75,62";"100,39";"80,09";"81,83"
"251140 PICUI";"91,09";"112,72";"89,38";"79,82";"109,16";"113,70";"51,43";"79,59";"89,32";"78,61";"88,44"
"251150 PILAR";"70,81";"75,80";"61,11";"58,91";"94,35";"93,10";"28,21";"70,70";"81,85";"91,64";"71,60"
"251160 PILOES";"77,21";"44,93";"67,18";"70,61";"86,31";"91,99";"33,85";"60,48";"72,64";"84,57";"68,35"
"251170 PILOEZINHOS";"76,48";"67,15";"69,01";"81,08";"57,74";"75,14";"54,47";"82,55";"105,65";"91,42";"74,88"
"251180 PIRPIRITUBA";"73,41";"61,87";"76,75";"87,09";"34,83";"90,22";"27,32";"59,34";"83,55";"74,72";"64,22"
"251190 PITIMBU";"84,24";"61,54";"46,57";"66,50";"92,21";"53,86";"19,13";"47,39";"44,55";"55,70";"58,07"
"251200 POCINHOS";"71,94";"71,32";"56,42";"60,95";"100,06";"68,45";"50,91";"61,30";"62,98";"72,14";"67,33"
"251203 POCO DANTAS";"85,05";"92,42";"47,42";"56,58";"93,00";"83,82";"97,13";"99,33";"58,74";"86,72";"78,70"
"251207 POCO DE JOSE DE MOURA";"80,84";"65,92";"79,19";"73,75";"94,80";"96,51";"60,84";"78,14";"93,99";"75,03";"79,59"
"251210 POMBAL";"65,95";"79,19";"61,00";"50,69";"89,25";"90,95";"53,53";"78,70";"87,54";"79,73";"72,24"
"251220 PRATA";"79,16";"51,72";"51,55";"30,67";"77,14";"60,14";"43,00";"83,76";"76,01";"72,21";"62,93"
"251230 PRINCESA ISABEL";"114,95";"151,55";"147,41";"76,39";"95,39";"81,52";"56,03";"68,14";"68,29";"81,20";"90,40"
"251240 PUXINANA";"75,01";"69,77";"62,72";"93,14";"69,68";"94,87";"48,00";"74,74";"97,56";"99,91";"76,74"
"251250 QUEIMADAS";"73,65";"80,77";"62,87";"69,82";"60,46";"86,15";"41,44";"55,38";"62,06";"98,88";"67,77"
"251260 QUIXABA";"76,73";"49,59";"46,39";"81,27";"130,62";"124,03";"67,18";"94,35";"59,88";"61,48";"78,59"
"251270 REMIGIO";"68,23";"86,32";"71,04";"82,78";"72,07";"73,07";"46,23";"69,28";"70,66";"73,86";"70,22"
"251272 PEDRO REGIS";"65,05";"79,08";"67,88";"60,71";"61,69";"98,96";"54,79";"72,19";"76,78";"90,05";"70,64"
"251274 RIACHAO";"120,55";"133,19";"87,12";"76,13";"104,00";"90,74";"62,76";"63,52";"79,12";"76,18";"88,12"
"251275 RIACHAO DO BACAMARTE";"70,22";"65,86";"44,84";"60,31";"75,61";"82,07";"53,26";"73,08";"62,28";"110,82";"69,53"
"251276 RIACHAO DO POCO";"69,83";"89,31";"71,50";"65,95";"67,90";"66,21";"51,10";"67,67";"94,25";"84,62";"71,23"
"251278 RIACHO DE SANTO ANTONIO";"77,60";"99,37";"71,57";"46,79";"41,01";"34,88";"68,97";"62,50";"100,54";"86,50";"66,82"
"251280 RIACHO DOS CAVALOS";"64,36";"77,33";"34,27";"63,97";"83,74";"109,68";"60,84";"50,40";"80,26";"95,65";"70,45"
"251290 RIO TINTO";"75,93";"103,70";"84,37";"79,35";"93,81";"81,60";"58,39";"93,84";"82,21";"82,96";"81,83"
"251300 SALGADINHO";"66,56";"42,74";"34,40";"51,71";"103,70";"106,63";"53,53";"66,53";"56,86";"62,01";"62,55"
"251310 SALGADO DE SAO FELIX";"56,31";"56,04";"46,55";"63,39";"63,62";"76,45";"31,37";"57,41";"60,23";"66,07";"56,20"
"251315 SANTA CECILIA";"82,14";"53,61";"62,75";"83,78";"81,86";"115,60";"74,33";"78,80";"106,67";"85,69";"81,24"
"251320 SANTA CRUZ";"63,34";"71,36";"50,88";"70,14";"63,22";"55,48";"56,56";"75,42";"75,12";"92,11";"66,10"
"251330 SANTA HELENA";"67,92";"56,04";"38,73";"68,57";"78,16";"98,62";"52,42";"45,12";"74,06";"67,53";"64,88"
"251335 SANTA INES";"73,89";"58,53";"48,50";"45,87";"76,03";"84,59";"51,69";"58,33";"47,97";"80,51";"62,52"
"251340 SANTA LUZIA";"66,74";"73,90";"59,94";"69,48";"102,42";"112,37";"47,44";"56,94";"77,37";"78,42";"73,28"
"251350 SANTANA DE MANGUEIRA";"125,42";"79,09";"35,11";"79,43";"61,79";"84,37";"52,49";"74,25";"76,02";"76,18";"77,54"
"251360 SANTANA DOS GARROTES";"78,41";"54,58";"41,55";"97,47";"48,37";"98,37";"63,25";"77,56";"68,73";"84,51";"69,46"
"251365 JOCA CLAUDINO";"80,52";"80,81";"63,16";"84,56";"126,27";"80,21";"96,46";"134,32";"90,69";"140,43";"93,97"
"251370 SANTA RITA";"83,80";"127,04";"98,47";"80,94";"106,49";"97,87";"62,86";"97,35";"74,77";"66,74";"87,55"
"251380 SANTA TERESINHA";"72,13";"78,28";"65,83";"60,29";"102,01";"131,71";"57,09";"66,17";"60,88";"84,48";"74,48"
"251385 SANTO ANDRE";"81,98";"71,38";"65,07";"89,13";"100,23";"106,00";"80,97";"76,77";"99,18";"100,32";"86,79"
"251390 SAO BENTO";"79,15";"95,66";"88,63";"75,88";"91,52";"121,30";"64,29";"104,78";"82,49";"99,59";"87,95"
"251392 SAO BENTINHO";"68,63";"77,78";"71,47";"75,67";"73,11";"93,53";"72,90";"65,07";"91,58";"119,55";"79,01"
"251394 SAO DOMINGOS DO CARIRI";"58,67";"57,41";"62,89";"57,61";"80,66";"102,06";"77,28";"81,45";"86,43";"108,45";"75,26"
"251396 SAO DOMINGOS";"56,04";"61,49";"41,48";"23,81";"76,90";"87,39";"60,71";"77,19";"68,31";"100,72";"62,40"
"251398 SAO FRANCISCO";"95,32";"135,89";"103,92";"95,84";"90,09";"60,61";"77,56";"86,16";"56,44";"70,89";"85,77"
"251400 SAO JOAO DO CARIRI";"74,66";"66,10";"58,16";"45,68";"68,30";"88,61";"54,53";"62,69";"68,02";"73,13";"66,62"
"251410 SAO JOAO DO TIGRE";"74,52";"55,89";"52,05";"61,60";"68,05";"103,48";"77,25";"82,79";"77,06";"89,84";"73,32"
"251420 SAO JOSE DA LAGOA TAPADA";"76,87";"55,13";"59,67";"48,47";"69,20";"103,55";"58,97";"98,87";"111,40";"92,28";"74,20"
"251430 SAO JOSE DE CAIANA";"82,47";"78,70";"38,71";"92,54";"74,20";"78,78";"52,66";"87,93";"73,09";"72,69";"72,61"
"251440 SAO JOSE DE ESPINHARAS";"73,33";"60,55";"46,59";"50,24";"95,56";"77,98";"76,86";"95,22";"74,77";"66,32";"70,54"
"251445 SAO JOSE DOS RAMOS";"86,62";"116,99";"84,15";"81,19";"101,31";"118,91";"71,56";"82,18";"88,63";"101,85";"91,71"
"251450 SAO JOSE DE PIRANHAS";"56,81";"62,97";"63,53";"74,59";"76,72";"98,06";"60,74";"39,47";"59,85";"62,54";"65,02"
"251455 SAO JOSE DE PRINCESA";"108,36";"121,56";"62,53";"106,88";"179,62";"134,53";"59,85";"69,07";"96,30";"108,49";"102,47"
"251460 SAO JOSE DO BONFIM";"66,90";"50,46";"44,75";"57,92";"109,30";"77,89";"49,04";"53,85";"68,35";"61,98";"63,15"
"251465 SAO JOSE DO BREJO DO CRUZ";"83,72";"94,10";"47,34";"60,51";"113,65";"112,10";"59,55";"98,67";"104,33";"90,62";"83,94"
"251470 SAO JOSE DO SABUGI";"71,94";"84,69";"70,49";"39,51";"79,05";"110,59";"34,63";"33,91";"78,57";"116,12";"68,35"
"251480 SAO JOSE DOS CORDEIROS";"65,13";"57,25";"55,49";"39,66";"88,75";"103,08";"39,22";"64,72";"84,54";"46,73";"63,40"
"251490 SAO MAMEDE";"65,70";"65,21";"55,16";"51,20";"76,15";"103,64";"61,66";"65,26";"83,08";"106,32";"70,96"
"251500 SAO MIGUEL DE TAIPU";"72,46";"84,96";"79,93";"72,58";"66,83";"93,92";"42,87";"38,45";"63,65";"61,91";"67,46"
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";"70,99";"58,81";"67,12";"79,21";"85,94";"83,32";"44,74";"60,02";"59,59";"79,04";"67,83"
"251520 SAO SEBASTIAO DO UMBUZEIRO";"63,09";"59,70";"48,62";"56,07";"144,27";"124,35";"88,85";"79,84";"107,01";"123,13";"85,57"
"251530 SAPE";"56,67";"62,97";"53,49";"54,40";"84,19";"74,34";"46,94";"61,14";"68,10";"98,47";"64,44"
"251540 SAO VICENTE DO SERIDO";"75,02";"75,41";"58,38";"74,49";"96,79";"91,75";"11,14";"44,41";"80,01";"94,79";"68,24"
"251550 SERRA BRANCA";"88,04";"83,96";"69,33";"58,80";"72,31";"108,36";"49,18";"94,93";"79,74";"54,44";"75,14"
"251560 SERRA DA RAIZ";"86,17";"60,27";"61,07";"93,48";"71,78";"105,85";"77,59";"59,65";"101,37";"121,01";"82,52"
"251570 SERRA GRANDE";"85,00";"70,33";"58,95";"84,94";"99,01";"153,49";"76,54";"93,89";"97,90";"92,16";"88,52"
"251580 SERRA REDONDA";"95,61";"70,86";"85,03";"89,58";"79,40";"74,10";"34,76";"38,23";"46,51";"53,79";"67,97"
"251590 SERRARIA";"84,20";"85,58";"80,28";"31,48";"61,55";"123,00";"59,04";"70,14";"80,46";"79,08";"73,16"
"251593 SERTAOZINHO";"86,48";"99,73";"80,22";"99,55";"77,09";"98,68";"60,85";"68,17";"71,60";"65,86";"79,64"
"251597 SOBRADO";"76,45";"80,67";"74,97";"65,96";"34,66";"82,08";"47,09";"68,33";"84,13";"56,95";"65,53"
"251600 SOLANEA";"85,07";"79,69";"69,18";"63,50";"69,19";"57,96";"57,02";"76,81";"78,43";"81,67";"72,08"
"251610 SOLEDADE";"82,89";"93,52";"89,43";"72,46";"118,12";"77,81";"51,13";"59,00";"75,97";"80,21";"78,94"
"251615 SOSSEGO";"92,00";"64,67";"77,58";"81,61";"116,62";"162,27";"76,53";"69,03";"107,12";"106,97";"96,17"
"251620 SOUSA";"65,64";"85,24";"30,62";"57,35";"91,38";"93,19";"36,65";"55,00";"84,27";"81,93";"66,51"
"251630 SUME";"84,82";"86,70";"63,16";"58,73";"68,56";"61,22";"55,32";"79,13";"72,98";"78,73";"70,86"
"251640 TACIMA";"79,14";"76,45";"52,11";"76,15";"80,14";"72,21";"51,47";"65,89";"83,97";"70,18";"70,66"
"251650 TAPEROA";"79,24";"85,27";"66,88";"74,28";"50,51";"88,04";"30,74";"68,74";"75,47";"72,03";"67,99"
"251660 TAVARES";"101,49";"121,94";"118,09";"73,87";"123,43";"76,63";"47,37";"80,77";"55,37";"68,05";"83,86"
"251670 TEIXEIRA";"67,19";"61,75";"43,73";"77,28";"77,10";"84,54";"58,22";"67,17";"70,99";"66,03";"67,27"
"251675 TENORIO";"73,95";"97,90";"67,25";"67,39";"61,83";"88,21";"62,28";"61,20";"61,15";"69,41";"70,29"
"251680 TRIUNFO";"74,17";"76,07";"68,57";"93,92";"106,26";"117,51";"54,68";"57,03";"96,72";"69,07";"79,38"
"251690 UIRAUNA";"67,47";"74,46";"60,10";"77,17";"92,71";"93,75";"57,41";"70,07";"82,17";"92,06";"75,50"
"251700 UMBUZEIRO";"77,59";"61,31";"52,63";"65,90";"115,76";"91,99";"43,73";"50,10";"66,69";"135,34";"72,77"
"251710 VARZEA";"71,80";"66,34";"86,84";"77,60";"94,44";"78,78";"58,47";"68,08";"80,62";"137,52";"79,87"
"251720 VIEIROPOLIS";"64,33";"64,02";"49,52";"64,29";"78,91";"88,04";"68,95";"78,26";"69,88";"72,78";"68,82"
"251740 ZABELE";"87,49";"76,98";"28,81";"91,86";"91,01";"112,74";"84,74";"105,85";"121,67";"122,85";"91,15"
"260005 ABREU E LIMA";"73,19";"102,84";"94,96";"77,18";"95,58";"100,33";"52,52";"85,30";"137,85";"54,62";"84,34"
"260010 AFOGADOS DA INGAZEIRA";"83,40";"100,42";"81,49";"77,16";"105,22";"107,52";"66,07";"69,86";"82,28";"117,95";"87,30"
"260020 AFRANIO";"76,97";"80,63";"62,47";"83,49";"75,68";"95,62";"58,31";"65,98";"73,14";"81,93";"74,92"
"260030 AGRESTINA";"82,55";"90,52";"77,92";"68,30";"86,67";"94,46";"58,48";"86,45";"93,95";"94,15";"81,70"
